Compound,lipidClassBase,Tissue,FC,log2FC,absFC,CV,p_value,FDR_BH,FDR,lipid_class
PC O-40:5,PC,Plasma_Serum,0.8884276155772661,-0.17067385707094349,0.8884276155772661,0.08974485203147928,0.10599869105288137,0.9040322266963632,0.7806061972122662,PL/NL/CAR
PC O-40:6,PC,PLT,0.9320046036396188,-0.10159101379359563,0.9320046036396188,0.6088661832472005,0.7268960584618128,0.8975393404787628,0.6774473741677658,PL/NL/CAR
PC O-40:6,PC,Plasma_Serum,1.0582662754141354,0.08170267649352106,1.0582662754141354,0.45867059014369144,0.9062908241798178,0.9784632747150225,0.8448752969551935,PL/NL/CAR
PC O-40:7 b,PC,PLT,1.0531322641809617,0.07468663759344508,1.0531322641809617,0.11163648487110166,0.542841936876635,0.8387190314706426,0.633050808927481,PL/NL/CAR
PC O-40:7 b,PC,Plasma_Serum,1.0614009313629047,0.08596971980531042,1.0614009313629047,0.07063105630907451,0.28446950878048916,0.9040322266963632,0.7806061972122662,PL/NL/CAR
PC P-30:0,PC,PLT,0.9342612164152204,-0.09810211568249026,0.9342612164152204,0.2737505979304095,0.8034531678077053,0.936308038303769,0.7067093255463477,PL/NL/CAR
PC P-30:0 a,PC,PLT,0.5389089877073678,-0.8918864472713696,0.5389089877073678,0.4470583728161913,0.15145410243994822,0.6271798079056198,0.4733846137263097,PL/NL/CAR
PC P-30:0 a,PC,Plasma_Serum,0.6682081227263907,-0.5816305747319044,0.6682081227263907,0.23178851283550922,0.08410522111240681,0.9040322266963632,0.7806061972122662,PL/NL/CAR
PC P-30:0 b,PC,Plasma_Serum,0.6286380747456671,-0.6696984403401951,0.6286380747456671,0.1843341198749699,0.1904494863808953,0.9040322266963632,0.7806061972122662,PL/NL/CAR
PC P-32:0,PC,PLT,1.1209529791294957,0.16472576235435007,1.1209529791294957,0.0797020636148851,0.18602793697445916,0.6568796702008578,0.4958015628422346,PL/NL/CAR
PC P-32:0,PC,Plasma_Serum,0.8487719900387241,-0.2365510476108801,0.8487719900387241,0.10172986563619435,0.2819924901268552,0.9040322266963632,0.7806061972122662,PL/NL/CAR
PC P-32:1,PC,PLT,1.1952183733255572,0.2572742310359111,1.1952183733255572,0.07660449311311025,0.06388524794638428,0.6271798079056198,0.4733846137263097,PL/NL/CAR
PC P-32:1,PC,Plasma_Serum,0.8716390357202717,-0.1981972869386082,0.8716390357202717,0.14929741339421557,0.5934371543529845,0.9593329246302861,0.8283567820284008,PL/NL/CAR
PC P-34:1,PC,PLT,1.2707060121238192,0.34563029005118123,1.2707060121238192,0.07887070869614818,0.041989707232226524,0.6271798079056198,0.4733846137263097,PL/NL/CAR
PC P-34:1,PC,Plasma_Serum,0.8499616919413497,-0.2345302749213403,0.8499616919413497,0.12075121619385328,0.3542032055736773,0.9040322266963632,0.7806061972122662,PL/NL/CAR
PC P-34:2,PC,PLT,1.0486369348083646,0.06851526607890855,1.0486369348083646,0.3331400127480115,0.883115789092977,0.9621890307587228,0.7262438568908031,PL/NL/CAR
PC P-34:2,PC,Plasma_Serum,0.9553596240063339,-0.0658841888513883,0.9553596240063339,0.4447250036740261,0.7864940894129376,0.9704041821565278,0.8379164990171403,PL/NL/CAR
PC P-34:3,PC,PLT,1.05607945994054,0.07871838786815268,1.05607945994054,0.13336365919032458,0.5902096888126744,0.8387190314706426,0.633050808927481,PL/NL/CAR
PC P-34:3,PC,Plasma_Serum,0.9509716859348457,-0.07252570771265761,0.9509716859348457,0.449299906048431,0.7814802496004025,0.9704041821565278,0.8379164990171403,PL/NL/CAR
PC P-35:2 a,PC,Plasma_Serum,1.0152207590522888,0.021793474563123062,1.0152207590522888,0.6212311274278876,0.8643764203571747,0.9768430078065538,0.8434762424164957,PL/NL/CAR
PC P-35:2 b,PC,PLT,1.182341267156779,0.2416465104507364,1.182341267156779,0.17049235357232095,0.24684347773665316,0.6941836515534507,0.5239579712285647,PL/NL/CAR
PC P-35:2 b,PC,Plasma_Serum,1.0318565628981184,0.04524243744929137,1.0318565628981184,0.5449779762515691,0.961380081172355,0.9850753967339455,0.8505846768559042,PL/NL/CAR
PC P-35:4 a,PC,PLT,0.7257233129461557,-0.4625084793452884,0.7257233129461557,0.33463773769263994,0.25162850931707365,0.6980105909138002,0.5268464797360415,PL/NL/CAR
PC P-35:4 a,PC,Plasma_Serum,0.6129400339037931,-0.7061821580372232,0.6129400339037931,0.6884183830552566,0.2801529741703563,0.9040322266963632,0.7806061972122662,PL/NL/CAR
PC P-35:4 b,PC,PLT,0.9879693281558035,-0.01746184134096208,0.9879693281558035,0.23194573644976144,0.9320077180411507,0.9804356403349508,0.7400160863490534,PL/NL/CAR
PC P-35:4 b,PC,Plasma_Serum,0.980755867941003,-0.02803403279905232,0.980755867941003,0.4234340266670348,0.9073165513749435,0.9784632747150225,0.8448752969551935,PL/NL/CAR
PC P-36:2 a,PC,PLT,1.2156791250672367,0.2817624839108797,1.2156791250672367,0.0786179555887975,0.09045477763543117,0.6271798079056198,0.4733846137263097,PL/NL/CAR
PC P-36:2 a,PC,Plasma_Serum,1.009367426796804,0.013451435421490441,1.009367426796804,0.13873459089681048,0.8386864517415212,0.9768430078065538,0.8434762424164957,PL/NL/CAR
PC P-36:2 b,PC,PLT,1.371174957069204,0.45541266564094074,1.371174957069204,0.33658826097095756,0.23502642251859315,0.6878199463393118,0.5191547551544964,PL/NL/CAR
PC P-36:2 b,PC,Plasma_Serum,1.0032665577195756,0.004704966277688732,1.0032665577195756,0.5360891389451352,0.917188578259782,0.9784632747150225,0.8448752969551935,PL/NL/CAR
PC P-36:3,PC,PLT,1.3358589904723026,0.41776772900740144,1.3358589904723026,0.09826751064617305,0.04284570291477514,0.6271798079056198,0.4733846137263097,PL/NL/CAR
PC P-36:3,PC,Plasma_Serum,0.9464656235498999,-0.07937798793855474,0.9464656235498999,0.30334948925548083,0.8569824784333311,0.9768430078065538,0.8434762424164957,PL/NL/CAR
PC P-36:4,PC,PLT,0.983158145243918,-0.024504595912281543,0.983158145243918,0.10849660132142232,0.9193256893593491,0.9759686877417403,0.7366445067777465,PL/NL/CAR
PC P-36:4,PC,Plasma_Serum,0.8153500001983864,-0.2945086059018919,0.8153500001983864,0.32206980504179394,0.6258672405588301,0.9598501205666662,0.8288033660562588,PL/NL/CAR
PC P-36:5,PC,PLT,0.848858193968212,-0.23640453044494375,0.848858193968212,0.6268699120001633,0.532764994158391,0.8387190314706426,0.633050808927481,PL/NL/CAR
PC P-36:5,PC,Plasma_Serum,0.7866376654060099,-0.3462288285232572,0.7866376654060099,0.9101253923222246,0.4035463717851258,0.9083396565776881,0.7843255407933096,PL/NL/CAR
PC P-37:4 a,PC,PLT,1.1425901387401023,0.192307983737331,1.1425901387401023,0.5335494305254465,0.8181106646346584,0.936308038303769,0.7067093255463477,PL/NL/CAR
PC P-37:4 a,PC,Plasma_Serum,0.9183112100513205,-0.12294493785979468,0.9183112100513205,0.43637417643758714,0.6640312182242414,0.9598501205666662,0.8288033660562588,PL/NL/CAR
PC P-37:4 b,PC,PLT,1.022447980152237,0.03202744396358226,1.022447980152237,0.4610546491282744,0.9602755017351423,0.9920514944928805,0.7487835347973939,PL/NL/CAR
PC P-37:4 b,PC,Plasma_Serum,0.9564018199840583,-0.06431121945986547,0.9564018199840583,0.5425119941507941,0.8371847836929822,0.9768430078065538,0.8434762424164957,PL/NL/CAR
PC P-38:2,PC,PLT,1.6437622662963973,0.7170016603115278,1.6437622662963973,0.34750387032463936,0.11283652109228362,0.6271798079056198,0.4733846137263097,PL/NL/CAR
PC P-38:2,PC,Plasma_Serum,0.9028471956218881,-0.14744625864608008,0.9028471956218881,0.4084582858012327,0.603691203935529,0.9598501205666662,0.8288033660562588,PL/NL/CAR
PC P-38:3,PC,Plasma_Serum,0.8811275335893907,-0.1825772462741409,0.8811275335893907,0.20337548847249412,0.6692581605707837,0.9598501205666662,0.8288033660562588,PL/NL/CAR
PC P-38:4,PC,PLT,1.1627858996120035,0.21758548201921177,1.1627858996120035,0.28636213677957073,0.522660245710343,0.8334362228164233,0.629063435127105,PL/NL/CAR
PC P-38:4,PC,Plasma_Serum,0.8837506005284803,-0.1782888046211492,0.8837506005284803,0.4303926741469784,0.6500948272306952,0.9598501205666662,0.8288033660562588,PL/NL/CAR
PC P-38:5 a,PC,PLT,1.2307983914217322,0.29959446327109057,1.2307983914217322,0.08760892161241622,0.059615277508953596,0.6271798079056198,0.4733846137263097,PL/NL/CAR
PC P-38:5 a,PC,Plasma_Serum,0.997119317838865,-0.004161943368506662,0.997119317838865,0.4178781735646014,0.959503221132564,0.9850753967339455,0.8505846768559042,PL/NL/CAR
PC P-38:5 b,PC,PLT,1.0763152573844048,0.1061007113974839,1.0763152573844048,0.15317030429287812,0.5053124657110251,0.8334362228164233,0.629063435127105,PL/NL/CAR
PC P-38:5 b,PC,Plasma_Serum,0.9590890487555015,-0.06026332319586014,0.9590890487555015,0.5256897499706125,0.7979870676611046,0.9704041821565278,0.8379164990171403,PL/NL/CAR
PC P-38:6,PC,PLT,0.7812766577004486,-0.3560945836318563,0.7812766577004486,0.6855597547396212,0.5286436663541618,0.8363308002868576,0.6312482127944827,PL/NL/CAR
PC P-38:6,PC,Plasma_Serum,0.9769200349144039,-0.03368761862397189,0.9769200349144039,0.8244080507023467,0.8068280785583887,0.9704041821565278,0.8379164990171403,PL/NL/CAR
PC P-40:4,PC,PLT,1.0623338466532437,0.08723721550528782,1.0623338466532437,0.10273436336960001,0.42961874263779914,0.7875038025650967,0.5943944283381287,PL/NL/CAR
PC P-40:4,PC,Plasma_Serum,0.8116817083457908,-0.3010139928634699,0.8116817083457908,0.09451311340012115,0.09742471844675576,0.9040322266963632,0.7806061972122662,PL/NL/CAR
PC P-40:5,PC,PLT,1.4531183074779461,0.5391521666069647,1.4531183074779461,0.08939122724248993,0.022687537595185,0.6271798079056198,0.4733846137263097,PL/NL/CAR
PC P-40:5,PC,Plasma_Serum,0.94719234640856,-0.07827067127166712,0.94719234640856,0.25371279173008393,0.7311945769002028,0.961061135506554,0.8298490431229354,PL/NL/CAR
PC P-40:6,PC,PLT,1.0692161862365819,0.09655358297280181,1.0692161862365819,0.5447381373736547,0.9955607475805051,0.9990390409421486,0.7540576155874424,PL/NL/CAR
PC P-40:6,PC,Plasma_Serum,1.0139952062124007,0.02005083183834948,1.0139952062124007,0.8033088284450421,0.9021916859590012,0.9784632747150225,0.8448752969551935,PL/NL/CAR
PC P-40:7,PC,PLT,1.1386908493525405,0.18737611346779526,1.1386908493525405,0.4711358031386671,0.7229951886591035,0.8954527565961373,0.6758724562688897,PL/NL/CAR
PC P-40:7,PC,Plasma_Serum,1.2727788521212164,0.3479817698566186,1.2727788521212164,0.834869839295989,0.7636272113772706,0.9678965230491533,0.8357512064734601,PL/NL/CAR
PE 32:0,PE,PLT,1.1513505068783354,0.20332710154645744,1.1513505068783354,0.19845404587878415,0.374898483653885,0.7516529003951655,0.5673347793163821,PL/NL/CAR
PE 32:0,PE,Plasma_Serum,0.8625705906959601,-0.21328556659652517,0.8625705906959601,0.41415280909600233,0.5241235707423103,0.9160245726048032,0.7909612479049287,PL/NL/CAR
PE 32:1 a,PE,PLT,1.244612332831024,0.3156964470361452,1.244612332831024,0.41817667953214777,0.5193849149388041,0.8334362228164233,0.629063435127105,PL/NL/CAR
PE 32:1 a,PE,Plasma_Serum,0.5037362421167694,-0.9892595631345081,0.5037362421167694,0.2866032808934029,0.045354351442435346,0.8389559501178072,0.724414677387407,PL/NL/CAR
PE 32:1 b,PE,PLT,1.087414820039435,0.12090239542604941,1.087414820039435,0.4645811860251674,0.8879525875761516,0.962535864919806,0.7265056413955048,PL/NL/CAR
PE 34:0,PE,PLT,1.1376660654721318,0.1860771513300934,1.1376660654721318,0.22563237489461382,0.39457064700657307,0.7645986221897708,0.5771059891574836,PL/NL/CAR
PE 34:0,PE,Plasma_Serum,1.1988095197873385,0.26160244550020434,1.1988095197873385,0.10330180263675638,0.09873910135959141,0.9040322266963632,0.7806061972122662,PL/NL/CAR
